no,chapter,speaker,content,Additional Info
163,2,Nick_narrator,"Just as Tom and Myrtle (after the first drink Mrs. Wilson and I called each other by our first names) reappeared, company commenced to arrive at the apartment door.",
164,2,Nick_narrator,"The sister, Catherine, was a slender, worldly girl of about thirty, with a solid, sticky bob of red hair, and a complexion powdered milky white. Her eyebrows had been plucked and then drawn on again at a more rakish angle, but the efforts of nature toward the restoration of the old alignment gave a blurred air to her face. When she moved about there was an incessant clicking as innumerable pottery bracelets jingled up and down upon her arms. She came in with such a proprietary haste, and looked around so possessively at the furniture that I wondered if she lived here. But when I asked her she laughed immoderately, repeated my question aloud, and told me she lived with a girl friend at a hotel.",
165,2,Nick_narrator,"Mr. McKee was a pale, feminine man from the flat below. He had just shaved, for there was a white spot of lather on his cheekbone, and he was most respectful in his greeting to everyone in the room. He informed me that he was in the ""artistic game,"" and I gathered later that he was a photographer and had made the dim enlargement of Mrs. Wilson’s mother which hovered like an ectoplasm on the wall. His wife was shrill, languid, handsome, and horrible. She told me with pride that her husband had photographed her a hundred and twenty-seven times since they had been married.",
166,2,Nick_narrator,"Mrs. Wilson had changed her costume some time before, and was now attired in an elaborate afternoon dress of cream-coloured chiffon, which gave out a continual rustle as she swept about the room. With the influence of the dress her personality had also undergone a change. The intense vitality that had been so remarkable in the garage was converted into impressive hauteur. Her laughter, her gestures, her assertions became more violently affected moment by moment, and as she expanded the room grew smaller around her, until she seemed to be revolving on a noisy, creaking pivot through the smoky air.",
167,2,Nick_narrator,"she told her sister in a high, mincing shout,",
168,2,Nick_narrator,asked Mrs. McKee.,
169,2,Nick_narrator,"remarked Mrs. McKee,",
170,2,Nick_narrator,Mrs. Wilson rejected the compliment by raising her eyebrow in disdain.,
171,2,Nick_narrator,she said.,
172,2,Nick_narrator,pursued Mrs. McKee.,
173,2,Nick_narrator,"We all looked in silence at Mrs. Wilson, who removed a strand of hair from over her eyes and looked back at us with a brilliant smile. Mr. McKee regarded her intently with his head on one side, and then moved his hand back and forth slowly in front of his face.",
174,2,Nick_narrator,he said after a moment.,
175,2,Nick_narrator,cried Mrs. McKee.,
176,2,Nick_narrator,"Her husband said  and we all looked at the subject again, whereupon Tom Buchanan yawned audibly and got to his feet.",
177,2,Nick_narrator,he said.,
178,2,Nick_narrator,Myrtle raised her eyebrows in despair at the shiftlessness of the lower orders.,
179,2,Nick_narrator,"She looked at me and laughed pointlessly. Then she flounced over to the dog, kissed it with ecstasy, and swept into the kitchen, implying that a dozen chefs awaited her orders there.",
180,2,Nick_narrator,asserted Mr. McKee.,
181,2,Nick_narrator,Tom looked at him blankly.,
182,2,Nick_narrator,demanded Tom.,
183,2,Nick_narrator,The sister Catherine sat down beside me on the couch.,
184,2,Nick_narrator,she inquired.,
185,2,Nick_narrator,She nodded.,
186,2,Nick_narrator,This absorbing information about my neighbour was interrupted by Mrs. McKee’s pointing suddenly at Catherine:,
187,2,Nick_narrator,"she broke out, but Mr. McKee only nodded in a bored way, and turned his attention to Tom.",
188,2,Nick_narrator,"said Tom, breaking into a short shout of laughter as Mrs. Wilson entered with a tray.",
189,2,Nick_narrator,"she asked, startled.",
190,2,Nick_narrator,"His lips moved silently for a moment as he invented, "" ‘George B. Wilson at the Gasoline Pump,’ or something like that.""",
191,2,Nick_narrator,Catherine leaned close to me and whispered in my ear:,
192,2,Nick_narrator,She looked at Myrtle and then at Tom.,
193,2,Nick_narrator,"The answer to this was unexpected. It came from Myrtle, who had overheard the question, and it was violent and obscene.",
194,2,Nick_narrator,cried Catherine triumphantly. She lowered her voice again.,
195,2,Nick_narrator,"Daisy was not a Catholic, and I was a little shocked at the elaborateness of the lie.",
196,2,Nick_narrator,"continued Catherine,",
197,2,Nick_narrator,she exclaimed surprisingly.,
198,2,Nick_narrator,The late afternoon sky bloomed in the window for a moment like the blue honey of the Mediterranean—then the shrill voice of Mrs. McKee called me back into the room.,
199,2,Nick_narrator,she declared vigorously.,
200,2,Nick_narrator,"said Myrtle Wilson, nodding her head up and down,",
201,2,Nick_narrator,"said Myrtle, ambiguously.",
202,2,Nick_narrator,demanded Catherine.,
203,2,Nick_narrator,Myrtle considered.,
204,2,Nick_narrator,she said finally.,
205,2,Nick_narrator,said Catherine.,
206,2,Nick_narrator,cried Myrtle incredulously.,
207,2,Nick_narrator,"She pointed suddenly at me, and everyone looked at me accusingly. I tried to show by my expression that I expected no affection.",
208,2,Nick_narrator,resumed Catherine to me.,
209,2,Nick_narrator,"The bottle of whisky—a second one—was now in constant demand by all present, excepting Catherine, who ""felt just as good on nothing at all."" Tom rang for the janitor and sent him for some celebrated sandwiches, which were a complete supper in themselves. I wanted to get out and walk eastward toward the park through the soft twilight, but each time I tried to go I became entangled in some wild, strident argument which pulled me back, as if with ropes, into my chair. Yet high over the city our line of yellow windows must have contributed their share of human secrecy to the casual watcher in the darkening streets, and I saw him too, looking up and wondering. I was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life.",
